id,incident_date,district,bias_code,bias_code_2,bias,status,#_of_victims,victim_type,#_of_suspects,#_suspects_<_18_of_age,#_suspects_18-35_of_age,#_suspects_36-45_of_age,#_suspects_46-55_of_age,#_suspects_>_55_of_age,suspect_known/unknown,year,month,year_month
230062893,2023-10-27,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230062899,2023-10-27,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230062700,2023-10-26,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230062645,2023-10-26,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230063343,2023-10-26,1,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230062760,2023-10-26,3,Anti-Physical Disability,Anti-Mental Disability,Written Intimidation/Simple Assault,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230062539,2023-10-25,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230062677,2023-10-24,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2023,10,2023-10-01
230062131,2023-10-23,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230061986,2023-10-22,2,Anti-Black,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,10,2023-10-01
230061744,2023-10-21,2,Anti-Transgender,NA,Assault (simple),Inactive,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230061857,2023-10-21,4,Anti-Jewish,NA,Assault (simple),Inactive,1,Individual(s),2,2,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230061671,2023-10-20,3,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230061645,2023-10-20,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230061239,2023-10-18,1,Anti-Jewish,NA,Other,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230060849,2023-10-16,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230060331,2023-10-13,6,Anti-Jewish,Anti-Black,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230060833,2023-10-13,1,Anti-Asian,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230060354,2023-10-13,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230060308,2023-10-13,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230060015,2023-10-12,5,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230060014,2023-10-12,5,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230060114,2023-10-11,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230059850,2023-10-11,5,Anti-Hispanic,Anti-Homosexual,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,1,NA,NA,NA,Known,2023,10,2023-10-01
230060021,2023-10-11,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230060113,2023-10-11,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230059511,2023-10-09,1,Anti-Jewish,Anti-Multi-Racial,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230059562,2023-10-09,5,Anti-Black,Anti-Asian,Social Media,Open,NA,School/College,1,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230059032,2023-10-06,3,Anti-Female Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230059438,2023-10-06,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230060277,2023-10-06,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230059599,2023-10-06,5,Anti-Asian,Anti-Black,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2023,10,2023-10-01
230059601,2023-10-06,5,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230059589,2023-10-06,4,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230058739,2023-10-05,4,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230058543,2023-10-04,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230058496,2023-10-04,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230058258,2023-10-03,4,Anti-Black,Anti-Homosexual,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230058337,2023-10-03,2,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,10,2023-10-01
230058283,2023-10-03,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,10,2023-10-01
230058053,2023-10-02,4,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2023,10,2023-10-01
230058049,2023-10-02,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2023,10,2023-10-01
230057834,2023-10-01,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,10,2023-10-01
230057375,2023-09-28,3,Anti-Arab,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),2,NA,1,NA,NA,NA,Known,2023,9,2023-09-01
230058961,2023-09-28,1,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230057066,2023-09-27,2,Anti-Jewish,NA,Vandalism,Open,3,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230057263,2023-09-27,4,Anti-Male Homosexual,Anti-Jewish,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230057127,2023-09-27,1,Anti-Female Homosexual,NA,Social Media,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230056335,2023-09-22,2,Anti-Jewish,Anti-Black,Social Media,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230056340,2023-09-22,1,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230057298,2023-09-22,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055996,2023-09-20,3,Anti-Asian,Anti-Homosexual,Written Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055916,2023-09-20,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055935,2023-09-20,4,Anti-Jewish,Anti-Homosexual,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055709,2023-09-19,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055735,2023-09-19,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055527,2023-09-18,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055605,2023-09-18,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055791,2023-09-15,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055572,2023-09-15,5,Anti-Jewish,NA,Vandalism,Closed-Exception,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055026,2023-09-15,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055712,2023-09-14,3,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,10,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230055571,2023-09-14,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230055468,2023-09-13,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230054668,2023-09-13,5,Anti-Asian,NA,Physical Intimidation/Simple Assault,Closed-Admin,1,Individual(s),6,6,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230054658,2023-09-13,5,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230054837,2023-09-13,1,Anti-Black,NA,Physical Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,9,2023-09-01
230055005,2023-09-11,5,Anti-Black,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230054428,2023-09-11,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230054420,2023-09-11,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230054370,2023-09-11,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230053801,2023-09-08,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230053650,2023-09-07,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2023,9,2023-09-01
230053718,2023-09-07,3,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,N/A,2,Individual(s),1,NA,NA,NA,1,NA,Known,2023,9,2023-09-01
230053692,2023-09-06,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230053406,2023-09-05,2,Anti-Islamic,NA,Physical Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,NA,NA,1,NA,NA,Known,2023,9,2023-09-01
230053397,2023-09-05,3,Anti-Male Homosexual,NA,Vandalism,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230053150,2023-09-04,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,9,2023-09-01
230053402,2023-09-03,5,Anti-Multi-Racial,NA,Vandalism,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230053265,2023-09-01,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,9,2023-09-01
230053243,2023-09-01,4,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230052633,2023-09-01,2,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230052673,2023-09-01,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,9,2023-09-01
230052404,2023-08-29,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,8,2023-08-01
230068487,2023-08-28,5,Anti-Multi-Racial,NA,Verbal Intimidation/Simple Assault,Closed-Admin,9,Individual(s),9,9,NA,NA,NA,NA,Known,2023,8,2023-08-01
230051781,2023-08-28,3,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,8,2023-08-01
230051716,2023-08-27,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230051677,2023-08-27,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,NA,Society,1,NA,1,NA,NA,NA,Known,2023,8,2023-08-01
230050821,2023-08-23,6,Anti-Hispanic,NA,Vandalism,Closed-Arrest,NA,Business/Financial Institution,1,NA,1,NA,NA,NA,Known,2023,8,2023-08-01
230050986,2023-08-23,6,Anti-Asian,NA,Vandalism,Open,2,Individual(s),1,NA,1,NA,NA,NA,Known,2023,8,2023-08-01
230050685,2023-08-22,2,Anti-Jewish,Anti-Black,Other,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230050282,2023-08-19,5,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230050175,2023-08-18,2,Anti-Jewish,Anti-Black,Other,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230050009,2023-08-17,4,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230048128,2023-08-06,3,Anti-Male Homosexual,NA,Physical Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),2,NA,2,NA,NA,NA,Known,2023,8,2023-08-01
230047894,2023-08-05,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),4,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230048101,2023-08-05,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230047343,2023-08-01,2,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,8,2023-08-01
230046970,2023-07-30,2,Anti-White,NA,Written Intimidation/Simple Assault,UNF,NA,Business/Financial Institution,1,NA,1,NA,NA,NA,Known,2023,7,2023-07-01
230035028,2023-07-23,6,Anti-Homosexual,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230034889,2023-07-22,5,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230034885,2023-07-22,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),4,4,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230034623,2023-07-20,1,Anti-Black,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230033778,2023-07-15,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2023,7,2023-07-01
230033885,2023-07-14,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),2,2,NA,NA,NA,NA,Known,2023,7,2023-07-01
230032901,2023-07-10,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),2,NA,NA,2,NA,NA,Known,2023,7,2023-07-01
230033056,2023-07-10,1,Anti-Jewish,Anti-Multi-Racial,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230032493,2023-07-08,4,Anti-Black,NA,Other,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230032408,2023-07-07,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230032164,2023-07-06,6,Anti-Jewish,Anti-Multi-Racial,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230031988,2023-07-05,6,Anti-Jewish,Anti-Multi-Racial,Vandalism,Inactive,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230031940,2023-07-04,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2023,7,2023-07-01
230031428,2023-07-01,3,Anti-Multi-Racial,NA,Vandalism,RTOJ,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,7,2023-07-01
230030852,2023-06-28,3,Anti-Homosexual,Anti-Other Ethnicity,Vandalism,Inactive,11,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230030539,2023-06-24,6,Anti-Male Homosexual,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230030523,2023-06-24,6,Anti-Homosexual,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230029839,2023-06-20,4,Anti-White,NA,Flyer Left Behind,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230030753,2023-06-19,2,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230029377,2023-06-17,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,N/A,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230029142,2023-06-16,2,Anti-Homosexual,NA,Vandalism,Open,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230053629,2023-06-16,3,Anti-Jewish,Anti-Black,Written Intimidation/Simple Assault,Open,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Known,2023,6,2023-06-01
230028771,2023-06-15,3,Anti-Homosexual,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230028879,2023-06-15,2,Anti-Black,Anti-Jewish,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230028829,2023-06-14,5,Anti-Black,NA,Vandalism,Closed-Exception,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230027737,2023-06-12,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230028450,2023-06-12,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230028258,2023-06-12,6,Anti-Black,Anti-Jewish,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230028179,2023-06-09,5,Anti-Jewish,Anti-Black,Vandalism,Closed-Exception,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230027568,2023-06-08,4,Anti-Homosexual,NA,Social Media,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230027496,2023-06-08,2,Anti-Jewish,NA,Flyer Left Behind,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230027744,2023-06-08,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230027376,2023-06-07,6,Anti-Jewish,NA,Flyer Left Behind,Closed-Admin,NA,Society,1,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230027340,2023-06-07,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230027108,2023-06-06,5,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2023,6,2023-06-01
230027312,2023-06-06,3,Anti-Homosexual,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230027371,2023-06-06,2,Anti-Arab,NA,Written Intimidation/Simple Assault,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230026517,2023-06-05,4,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230026924,2023-06-05,2,Anti-White,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230026565,2023-06-02,5,Anti-Jewish,NA,Flyer Left Behind,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,6,2023-06-01
230026465,2023-06-02,2,Anti-Homosexual,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,6,2023-06-01
230025910,2023-05-30,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230025281,2023-05-26,6,Anti-White,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230025168,2023-05-25,5,Anti-Jewish,NA,Flyer Left Behind,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230025164,2023-05-25,2,Anti-Jewish,NA,Flyer Left Behind,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230024969,2023-05-24,4,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,5,2023-05-01
230024924,2023-05-24,5,Anti-Jewish,NA,Flyer Left Behind,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230024720,2023-05-23,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230024702,2023-05-22,6,Anti-Black,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230033353,2023-05-22,4,Anti-Hispanic,NA,Written Intimidation/Simple Assault,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230024520,2023-05-22,2,Anti-Jewish,Anti-Homosexual,Written Intimidation/Simple Assault,Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230024487,2023-05-19,4,Anti-Asian,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230023842,2023-05-18,6,Anti-Jewish,NA,Vandalism,UNF,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230023834,2023-05-17,5,Anti-Black,NA,Other,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230023560,2023-05-16,4,Anti-Hispanic,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230023162,2023-05-14,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,1,Known,2023,5,2023-05-01
230022580,2023-05-11,2,Anti-Homosexual,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230022797,2023-05-11,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230022464,2023-05-10,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2023,5,2023-05-01
230022617,2023-05-10,4,Anti-Homosexual,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230022782,2023-05-10,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230022616,2023-05-10,4,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230021960,2023-05-05,1,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230021513,2023-05-04,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
230021340,2023-05-04,3,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230021101,2023-05-03,3,Anti-Homosexual,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2023,5,2023-05-01
230020958,2023-05-02,6,Anti-Male Homosexual,Anti-Black,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2023,5,2023-05-01
