id,incident_date,district,bias_code,bias_code_2,bias,status,#_of_victims,victim_type,#_of_suspects,#_suspects_<_18_of_age,#_suspects_18-35_of_age,#_suspects_36-45_of_age,#_suspects_46-55_of_age,#_suspects_>_55_of_age,suspect_known/unknown,year,month,year_month
240023298,2024-05-21,1,Anti-Black,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023948,2024-05-21,6,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023778,2024-05-20,5,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240024009,2024-05-20,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023337,2024-05-17,4,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023311,2024-05-17,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240023292,2024-05-17,4,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023263,2024-05-16,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240023152,2024-05-16,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023131,2024-05-15,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023092,2024-05-15,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240023082,2024-05-15,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240022649,2024-05-13,1,Anti-Jewish,NA,Other,Closed-Admin,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240022512,2024-05-13,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240022555,2024-05-13,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240022648,2024-05-13,2,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240022279,2024-05-11,5,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,NA,1,NA,NA,Known,2024,5,2024-05-01
240022007,2024-05-10,3,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240022128,2024-05-10,5,Anti-Hispanic,NA,Assault (physical),Closed-Arrest,1,Individual(s),1,NA,NA,1,NA,NA,Known,2024,5,2024-05-01
240022086,2024-05-10,6,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021880,2024-05-09,2,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240023475,2024-05-09,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,Business/Financial Institution,2,NA,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021825,2024-05-09,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021856,2024-05-09,6,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021897,2024-05-09,3,Anti-Homosexual,NA,Assault (simple),Closed-Arrest,2,Individual(s),2,NA,2,NA,NA,NA,Known,2024,5,2024-05-01
240022912,2024-05-08,2,Anti-Asian,Anti-Jewish,Written Intimidation/Simple Assault,Closed-Admin,2,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240022514,2024-05-08,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021831,2024-05-08,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,1,NA,Known,2024,5,2024-05-01
240022497,2024-05-07,3,Anti-Jewish,NA,Vandalism-Motor Vehicle,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240021666,2024-05-07,3,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021708,2024-05-07,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021486,2024-05-07,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240021708,2024-05-07,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,5,2024-05-01
240021835,2024-05-04,2,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240020936,2024-05-03,2,Anti-Jewish,Anti-Black,Vandalism-Motor Vehicle,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240020786,2024-05-03,4,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240020765,2024-05-03,2,Anti-Islamic,Anti-Jewish,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2024,5,2024-05-01
240020506,2024-05-02,6,Anti-Homosexual,NA,Vandalism,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240020337,2024-05-01,6,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,5,2024-05-01
240020497,2024-04-30,5,Anti-Black,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240020108,2024-04-30,6,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240020140,2024-04-30,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240020142,2024-04-30,2,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019899,2024-04-29,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240020005,2024-04-29,1,Anti-Jewish,NA,Other,Open,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019705,2024-04-27,3,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019752,2024-04-27,1,Anti-Jewish,NA,Vandalism,Closed-Arrest,NA,Religious Organization,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019801,2024-04-27,1,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019515,2024-04-26,2,Anti-Jewish,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019764,2024-04-26,1,Anti-Jewish,NA,Vandalism-Motor Vehicle,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019451,2024-04-26,5,Anti-Black,Anti-Jewish,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019301,2024-04-25,1,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240019099,2024-04-24,5,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019129,2024-04-24,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019077,2024-04-24,4,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240019180,2024-04-24,3,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018552,2024-04-21,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),2,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240018265,2024-04-19,2,Anti-Black,Anti-Hispanic,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Society,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018295,2024-04-19,5,Anti-Hispanic,Anti-Black,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018068,2024-04-18,4,Anti-Homosexual,Anti-Black,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018729,2024-04-18,2,Anti-Black,NA,Written Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018146,2024-04-18,4,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240018128,2024-04-18,3,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240017982,2024-04-17,2,Anti-Jewish,NA,Social Media,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240017938,2024-04-17,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240017664,2024-04-16,1,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240017663,2024-04-16,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240017681,2024-04-15,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240017691,2024-04-15,5,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240017523,2024-04-15,3,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240017312,2024-04-14,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240017036,2024-04-12,3,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016849,2024-04-11,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016838,2024-04-11,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016786,2024-04-11,4,Anti-Black,Anti-Transgender,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240016356,2024-04-08,3,Anti-Transgender,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016249,2024-04-07,1,Anti-Buddhist,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,Religious Organization,1,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240016056,2024-04-06,3,Anti-Male Homosexual,NA,Assault (simple),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016107,2024-04-06,5,Anti-Black,NA,Written Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240015833,2024-04-05,3,Anti-Male Homosexual,Anti-Black,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240016314,2024-04-05,3,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240016392,2024-04-05,2,Anti-Jewish,NA,Vandalism,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240015990,2024-04-05,3,Anti-Black,NA,Assault (simple),Open,1,Individual(s),1,NA,NA,1,NA,NA,Known,2024,4,2024-04-01
240017465,2024-04-05,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240015728,2024-04-04,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,3,3,NA,NA,NA,NA,Known,2024,4,2024-04-01
240015687,2024-04-04,4,Anti-Male Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240015560,2024-04-03,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240015523,2024-04-02,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,4,2024-04-01
240015118,2024-04-01,2,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2024,4,2024-04-01
240014254,2024-03-25,3,Anti-Black,NA,Assault (simple),Open,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240014531,2024-03-24,4,Anti-Other Christian,NA,Vandalism,Closed-Arrest,NA,Religious Organization,3,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240016478,2024-03-22,1,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240013763,2024-03-22,4,Anti-Jewish,NA,Written Intimidation/Simple Assault,N/A,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240016478,2024-03-22,1,Anti-Black,NA,Assault (simple),Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240013539,2024-03-21,4,Anti-Black,NA,Other,N/A,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240013452,2024-03-21,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240013399,2024-03-20,1,Anti-Homosexual,Anti-Black,Assault (simple),Closed-Exception,2,Individual(s),5,5,NA,NA,NA,NA,Known,2024,3,2024-03-01
240013296,2024-03-20,5,Anti-Jewish,NA,Vandalism,Closed-Exception,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240013330,2024-03-20,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240013143,2024-03-19,5,Anti-Black,NA,Vandalism,Open,NA,Business/Financial Institution,NA,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240012627,2024-03-16,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,N/A,NA,Religious Organization,1,NA,1,NA,NA,NA,Known,2024,3,2024-03-01
240012075,2024-03-13,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240012074,2024-03-13,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011908,2024-03-12,2,Anti-Multi-Racial,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011856,2024-03-12,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011862,2024-03-12,6,Anti-Jewish,Anti-Hispanic,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011765,2024-03-11,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011218,2024-03-08,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011857,2024-03-08,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240012110,2024-03-08,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240011224,2024-03-06,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240010676,2024-03-05,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240010643,2024-03-05,5,Anti-Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240010516,2024-03-04,4,Anti-Homosexual,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240010664,2024-03-04,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240010241,2024-03-02,2,Anti-Mental Disability,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2024,3,2024-03-01
240050298,2024-03-01,2,Anti-Black,NA,Display of Noose,UNF,1,Individual(s),1,NA,1,NA,NA,NA,Known,2024,3,2024-03-01
240010703,2024-03-01,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,3,2024-03-01
240010679,2024-02-29,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240010542,2024-02-29,4,Anti-Jewish,NA,Vandalism,Open,NA,Religious Organization,2,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240010515,2024-02-28,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240009581,2024-02-27,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240009539,2024-02-27,1,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240009395,2024-02-26,2,Anti-Black,NA,Assault (simple),Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240009497,2024-02-26,2,Anti-Islamic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008851,2024-02-23,5,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008854,2024-02-23,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2024,2,2024-02-01
240009282,2024-02-23,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008907,2024-02-23,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008532,2024-02-21,4,Anti-Male Homosexual,NA,Other,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008521,2024-02-21,1,Anti-Jewish,NA,Vandalism,Open,NA,Society,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240008512,2024-02-21,3,Anti-Black,Anti-Hispanic,Verbal Intimidation/Simple Assault,Closed-Admin,2,Individual(s),2,2,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008500,2024-02-20,5,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240008366,2024-02-20,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240008371,2024-02-20,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008695,2024-02-20,5,Anti-Black,NA,Social Media,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008189,2024-02-19,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,Society,3,2,1,NA,NA,NA,Known,2024,2,2024-02-01
240008140,2024-02-19,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Open,2,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007686,2024-02-16,2,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240008470,2024-02-16,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Closed-Admin,NA,Religious Organization,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007726,2024-02-16,1,Anti-Black,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240007487,2024-02-15,6,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240007629,2024-02-15,4,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007572,2024-02-15,1,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,1,NA,NA,NA,Known,2024,2,2024-02-01
240007463,2024-02-15,2,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240007473,2024-02-14,2,Anti-Jewish,NA,Vandalism,Open,NA,Business/Financial Institution,1,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007475,2024-02-13,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),2,2,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007173,2024-02-13,5,Anti-Jewish,NA,Other,Closed-Admin,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240007172,2024-02-13,5,Anti-Multi-Racial,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240006675,2024-02-10,3,Anti-Other Christian,NA,Verbal Intimidation/Simple Assault,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240010903,2024-02-10,1,Anti-Jewish,Anti-Black,Verbal Intimidation/Simple Assault,Open,1,Individual(s),1,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240006828,2024-02-10,1,Anti-Jewish,NA,Other,Open,2,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240006721,2024-02-10,4,Anti-Jewish,NA,Verbal Intimidation/Simple Assault,Closed-Arrest,1,Individual(s),1,NA,NA,NA,1,NA,Known,2024,2,2024-02-01
240006483,2024-02-09,3,Anti-Jewish,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240006827,2024-02-09,4,Anti-Jewish,NA,Vandalism,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240006306,2024-02-08,6,Anti-Black,NA,Vandalism,Closed-Admin,NA,School/College,1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240006513,2024-02-07,5,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240009382,2024-02-07,2,Anti-Jewish,NA,Written Intimidation/Simple Assault,Open,NA,School/College,NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240006499,2024-02-07,4,Anti-Black,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,School/College,2,2,NA,NA,NA,NA,Known,2024,2,2024-02-01
240006079,2024-02-06,4,Anti-Jewish,NA,Other,Open,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240006106,2024-02-06,4,Anti-Jewish,NA,Social Media,Closed-Admin,1,Individual(s),NA,NA,NA,NA,NA,NA,Unknown,2024,2,2024-02-01
240005960,2024-02-06,3,Anti-Hispanic,NA,Verbal Intimidation/Simple Assault,Closed-Admin,NA,Business/Financial Institution,1,NA,NA,NA,NA,1,Known,2024,2,2024-02-01
240005919,2024-02-06,5,Anti-Female Homosexual,NA,Verbal Intimidation/Simple Assault,Closed-Admin,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
240005791,2024-02-05,2,Anti-Asian,NA,Verbal Intimidation/Simple Assault,N/A,1,Individual(s),1,1,NA,NA,NA,NA,Known,2024,2,2024-02-01
