"ID","Incident Date","District","Bias Code","Bias Code_2","Bias","Status","# of Victims","Victim Type","# of Suspects","# Suspects < 18 of age","# Suspects 18-35 of age","# Suspects 36-45 of age","# Suspects 46-55 of age","# Suspects > 55 of age","Suspect Known/Unknown"
"230026565","06/02/2023","5D","Anti-Jewish",,"Flyer Left Behind","Open",,"Society",,,,,,,"Unknown"
"230026465","06/02/2023","2D","Anti-Homosexual",,"Social Media","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230026314","06/01/2023","GCPD","Anti-Black",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230025910","05/30/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230025281","05/26/2023","6D","Anti-White",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230055082","05/25/2023","GCPD","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"230025168","05/25/2023","5D","Anti-Jewish",,"Flyer Left Behind","Open","1","Individual(s)",,,,,,,"Unknown"
"230025164","05/25/2023","2D","Anti-Jewish",,"Flyer Left Behind","Open",,"Society",,,,,,,"Unknown"
"230024969","05/24/2023","4D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1",,,,,"1","Known"
"230024924","05/24/2023","5D","Anti-Jewish",,"Flyer Left Behind","Open","2","Individual(s)",,,,,,,"Unknown"
"230024720","05/23/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230024702","05/22/2023","6D","Anti-Black",,"Written Intimidation/Simple Assault","N/A","1","Individual(s)",,,,,,,"Unknown"
"230033353","05/22/2023","4D","Anti-Hispanic",,"Written Intimidation/Simple Assault","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230024520","05/22/2023","2D","Anti-Jewish","Anti-Homosexual","Written Intimidation/Simple Assault","Open",,"School/College","1","1",,,,,"Known"
"230024487","05/19/2023","4D","Anti-Asian",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230023871","05/18/2023","RCPD","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230023842","05/18/2023","6D","Anti-Jewish",,"Vandalism","UNF",,"Business/Financial Institution",,,,,,,"Unknown"
"230023834","05/17/2023","5D","Anti-Black",,"Other","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230023560","05/16/2023","4D","Anti-Hispanic",,"Written Intimidation/Simple Assault","N/A","1","Individual(s)",,,,,,,"Unknown"
"230023162","05/14/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"230022580","05/11/2023","2D","Anti-Homosexual",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"230022797","05/11/2023","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230022464","05/10/2023","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,"1",,,"Known"
"230022617","05/10/2023","4D","Anti-Homosexual",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230022782","05/10/2023","5D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230022616","05/10/2023","4D","Anti-Male Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230021960","05/05/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230021506","05/05/2023","GCPD","Anti-Jewish","Anti-Black","Other","Closed-Admin",,"School/College","1",,,,,,"Known"
"230021513","05/04/2023","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230021340","05/04/2023","3D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230021101","05/03/2023","3D","Anti-Homosexual",,"Other","Open","1","Individual(s)",,,,,,,"Unknown"
"230020958","05/02/2023","6D","Anti-Male Homosexual","Anti-Black","Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230027317","05/01/2023","2D","Anti-Black",,"Social Media","Closed-Admin",,"School/College","2","2",,,,,"Known"
"230020782","05/01/2023","1D","Anti-Asian","Anti-Homosexual","Written Intimidation/Simple Assault","Open",,"School/College","1","1",,,,,"Known"
"230020354","04/28/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230020931","04/28/2023","4D","Anti-Homosexual",,"Verbal Intimidation/Simple Assault","Open",,"School/College","1","1",,,,,"Known"
"230020262","04/27/2023","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230020099","04/26/2023","2D","Anti-Black",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230020654","04/26/2023","4D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230019930","04/26/2023","6D","Anti-Black",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"230019890","04/25/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230019893","04/23/2023","2D","Anti-Black",,"Other","Closed-Admin","1","Individual(s)",,,,,,,"Unknown"
"230019546","04/21/2023","5D","Anti-Jewish",,"Vandalism","Closed-Exception",,"School/College",,,,,,,"Unknown"
"230018926","04/20/2023","2D","Anti-Homosexual","Anti-Mental Disability","Verbal Intimidation/Simple Assault","UNF",,"School/College","1","1",,,,,"Known"
"23009960","04/20/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230019502","04/19/2023","1D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230018694","04/19/2023","6D","Anti-White",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,"1",,,,"Known"
"230018284","04/17/2023","5D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230018323","04/17/2023","6D","Anti-Black",,"Vandalism","Closed-Arrest",,"Religious Organization",,,,,,,"Unknown"
"230018655","04/17/2023","4D","Anti-Jewish",,"Vandalism","Open",,"Society","1",,,,,,"Unknown"
"230018015","04/15/2023","5D","Anti-Black",,"Assault (physical)","Open","1","Individual(s)","1",,,,"1",,"Known"
"230017597","04/13/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230017483","04/12/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230017533","04/12/2023","3D","Anti-Hispanic",,"Physical Intimidation/Simple Assault","Open","1","Individual(s)","1",,"1",,,,"Known"
"230017586","04/12/2023","1D","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230017431","04/12/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230017266","04/11/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230017474","04/11/2023","5D","Anti-Hispanic","Anti-Black","Physical Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Unknown"
"230016944","04/09/2023","5D","Anti-Black",,"Physical Intimidation/Simple Assault","Open","2","Individual(s)","2",,"2",,,,"Known"
"230016911","04/08/2023","5D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","1",,,,,,"Known"
"230016543","04/06/2023","2D","Anti-Black",,"Assault (physical)","Open","1","Individual(s)","1",,,,,"1","Known"
"230015828","04/02/2023","2D","Anti-Black",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230016287","04/02/2023","RCPD","Anti-Asian",,"Physical Intimidation/Simple Assault","Open","1","Individual(s)","3",,,,,,"Unknown"
"230015803","04/02/2023","2D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230016124","04/01/2023","2D","Anti-Homosexual",,"Social Media","Open","1","Individual(s)",,,,,,,"Unknown"
"230015406","03/30/2023","4D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,"1",,,,"Known"
"230017780","03/30/2023","4D","Anti-Jewish","Anti-Black","Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230015319","03/30/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open",,"School/College","2","2",,,,,"Known"
"230015322","03/30/2023","GCPD","Anti-Homosexual",,"Verbal Intimidation/Simple Assault","Open",,"School/College","2","2",,,,,"Known"
"230015120","03/29/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230015326","03/29/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"230015371","03/29/2023","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230014968","03/28/2023","6D","Anti-Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230014723","03/27/2023","2D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"230014744","03/27/2023","5D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230014854","03/27/2023","RCPD","Anti-Black",,"Physical Intimidation/Simple Assault","Closed-Arrest","1","Individual(s)","3",,"3",,,,"Known"
"230014972","03/27/2023","2D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230014644","03/26/2023","RCPD","Anti-Black",,"Vandalism","Inactive",,"Society",,,,,,,"Unknown"
"230014357","03/25/2023","GCPD","Anti-Jewish",,"Other","Open","1","Individual(s)",,,,,,,"Unknown"
"230014330","03/24/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230014784","03/24/2023","3D","Anti-Jewish",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"230014075","03/24/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230014032","03/24/2023","GCPD","Anti-Multi-Racial",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230014076","03/24/2023","GCPD","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230014045","03/23/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230014030","03/23/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230014028","03/23/2023","RCPD","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230014083","03/23/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230013767","03/21/2023","5D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,"1",,,"Known"
"230013644","03/20/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230013241","03/18/2023","2D","Anti-Asian",,"Verbal Intimidation/Simple Assault","UNF","2","Individual(s)","1",,,,,,"Unknown"
"230013082","03/17/2023","GCPD","Anti-Homosexual",,"Vandalism","Closed-Arrest",,"Religious Organization","2","1",,,,,"Known"
"230013007","03/17/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230012963","03/16/2023","2D","Anti-Jewish",,"Other","Open",,"School/College","1","1",,,,,"Known"
"230012742","03/15/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230012654","03/15/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230012563","03/15/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230012455","03/14/2023","4D","Anti-Homosexual",,"Other","Open",,"School/College",,,,,,,"Unknown"
"230012475","03/14/2023","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230012410","03/14/2023","5D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","2","2",,,,,"Known"
"230012558","03/14/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230012396","03/14/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230015494","03/13/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230011699","03/10/2023","4D","Anti-Black",,"Vandalism","Closed-Arrest","4","Individual(s)","4","2",,,,,"Unknown"
"230011746","03/09/2023","1D","Anti-Homosexual",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230011548","03/08/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230011546","03/08/2023","RCPD","Anti-Islamic",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230011196","03/07/2023","GCPD","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230011144","03/06/2023","4D","Anti-Hispanic",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230011011","03/06/2023","1D","Anti-Arab",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"230010828","03/05/2023","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Closed-Admin",,"Other","1",,,,,,"Unknown"
"230010514","03/03/2023","1D","Anti-Jewish",,"Assault (simple)","Open","1","Individual(s)","1","1",,,,,"Known"
"230010174","03/02/2023","4D","Anti-Black","Anti-Homosexual","Verbal Intimidation/Simple Assault","Open",,"School/College","1","1",,,,,"Known"
"230010241","03/01/2023","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230010143","03/01/2023","5D","Anti-Black","Anti-Islamic","Social Media","Closed-Admin",,"Society","1",,"1",,,,"Known"
"230010163","03/01/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230010167","03/01/2023","4D","Anti-Jewish",,"Other","Open",,"School/College","1","1",,,,,"Known"
"230010320","03/01/2023","4D","Anti-Black",,"Other","Open",,"School/College","1","1",,,,,"Known"
"230009742","02/27/2023","6D","Anti-Homosexual",,"Assault (simple)","Open","1","Individual(s)","1",,,,,,"Unknown"
"230009835","02/27/2023","2D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230009616","02/26/2023","3D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open",,"Business/Financial Institution","1",,,,,,"Unknown"
"230009237","02/24/2023","2D","Anti-Jewish",,"Flyer Left Behind","Open","1","Individual(s)",,,,,,,"Unknown"
"230009754","02/24/2023","4D","Anti-Black",,"Physical Intimidation/Simple Assault","Open","1","Individual(s)","4","4",,,,,"Known"
"230009325","02/24/2023","4D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230009263","02/24/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"230009025","02/24/2023","4D","Anti-Homosexual","Anti-Jewish","Flyer Left Behind","Open",,"School/College",,,,,,,"Unknown"
"230009337","02/24/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230009352","02/24/2023","2D","Anti-Asian",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,,"1",,,"Known"
"230009328","02/24/2023","4D","Anti-Black",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230009133","02/23/2023","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Known"
"230009142","02/23/2023","3D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230009119","02/23/2023","GCPD","Anti-Jewish","Anti-Black","Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230009104","02/23/2023","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230008880","02/22/2023","4D","Anti-Jewish",,"Other","Open",,"School/College","1","1",,,,,"Known"
"230009733","02/22/2023","1D","Anti-Black","Anti-Jewish","Other","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230008663","02/21/2023","RCPD","Anti-Jewish",,"Written Intimidation/Simple Assault","Closed-Admin",,"Society","1",,,,"1",,"Known"
"230010187","02/21/2023","2D","Anti-Black",,"Other","Open","1","Individual(s)","2","2",,,,,"Known"
"230008881","02/21/2023","4D","Anti-Jewish",,"Other","Open","1","Individual(s)","1","1",,,,,"Known"
"230008868","02/21/2023","1D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)","1","1",,,,,"Known"
"230008686","02/21/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230008670","02/21/2023","2D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230010834","02/20/2023","4D","Anti-Hispanic",,"Vandalism","Open","1","Individual(s)","3",,,,,,"Unknown"
"230008665","02/18/2023","2D","Anti-Black",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230008053","02/17/2023","5D","Anti-Black",,"Vandalism","Closed-Exception",,"School/College","1","1",,,,,"Known"
"230007860","02/17/2023","3D","Anti-Jewish",,"Other","Closed-Exception",,"School/College","2","2",,,,,"Known"
"230008031","02/17/2023","4D","Anti-Homosexual",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230008051","02/17/2023","4D","Anti-Black","Anti-Homosexual","Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230008095","02/17/2023","2D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230007834","02/16/2023","GCPD","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230008133","02/16/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230007677","02/14/2023","1D","Anti-Multi-Racial",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230007316","02/13/2023","2D","Anti-Transgender","Anti-Hispanic","Vandalism","Closed-Admin","2","Individual(s)","2","2",,,,,"Known"
"230007694","02/13/2023","2D","Anti-Homosexual",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"230007299","02/13/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230007313","02/13/2023","GCPD","Anti-Jewish",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230006941","02/11/2023","1D","Anti-Catholic",,"Vandalism","Open",,"Religious Organization","2","2",,,,,"Unknown"
"230006819","02/10/2023","4D","Anti-Homosexual",,"Other","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230006862","02/10/2023","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"230006818","02/09/2023","4D","Anti-Jewish","Anti-Hispanic","Physical Intimidation/Simple Assault","Closed-Exception","2","Individual(s)","1","1",,,,,"Known"
"230006747","02/09/2023","2D","Anti-Jewish",,"Flyer Left Behind","Open","1","Individual(s)",,,,,,,"Unknown"
"230006802","02/09/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230007298","02/08/2023","4D","Anti-Jewish",,"Other","Open","1","Individual(s)","1","1",,,,,"Known"
"230006559","02/08/2023","2D","Anti-Black",,"Verbal Intimidation/Simple Assault","Open","2","Individual(s)","1",,,,,,"Known"
"230006407","02/08/2023","4D","Anti-Black",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"230006861","02/08/2023","4D","Anti-Black",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"230006359","02/07/2023","1D","Anti-Transgender",,"Other","Open",,"School/College",,,,,,,"Unknown"
"230006370","02/07/2023","4D","Anti-Jewish",,"Flyer Left Behind","Open",,"School/College",,,,,,,"Unknown"
"230006216","02/07/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230005587","02/03/2023","5D","Anti-Jewish",,"Vandalism","Inactive",,"School/College",,,,,,,"Unknown"
"230005629","02/03/2023","1D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230005480","02/02/2023","1D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230005547","02/02/2023","4D","Anti-Jewish",,"Flyer Left Behind","Open",,"School/College",,,,,,,"Unknown"
"230005378","02/01/2023","5D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230005404","02/01/2023","GCPD","Anti-Jewish","Anti-Black","Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230005580","02/01/2023","1D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"230005215","01/31/2023","4D","Anti-Jewish",,"Vandalism","Open",,"Religious Organization",,,,,,,"Unknown"
"230005082","01/31/2023","4D","Anti-Homosexual",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"230005105","01/31/2023","4D","Anti-Multi-Racial","Anti-Homosexual","Other","Closed-Admin",,"Society","2","2",,,,,"Known"
"230005011","01/30/2023","2D","Anti-Jewish",,"Vandalism","Inactive",,"School/College",,,,,,,"Unknown"
"230004290","01/27/2023","6D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230004348","01/26/2023","2D","Anti-Islamic",,"Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"230004231","01/26/2023","1D","Anti-Jewish",,"Other","Closed-Admin","1","Individual(s)","2","2",,,,,"Known"
"230004058","01/25/2023","2D","Anti-Jewish",,"Vandalism","Inactive",,"School/College",,,,,,,"Unknown"
"230004086","01/25/2023","5D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230004128","01/25/2023","6D","Anti-Jewish",,"Assault (simple)","Closed-Arrest","1","Individual(s)","5",,"1",,,,"Unknown"
"230003850","01/24/2023","2D","Anti-Jewish",,"Social Media","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230005238","01/23/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"230003579","01/22/2023","4D","Anti-Homosexual",,"Vandalism","Open",,"Religious Organization",,,,,,,"Unknown"
"230003528","01/21/2023","2D","Anti-Jewish",,"Flyer Left Behind","Open",,"Society",,,,,,,"Unknown"
"230002865","01/18/2023","2D","Anti-Jewish",,"Vandalism","Closed-Admin",,"School/College","1","1",,,,,"Known"
"230002716","01/17/2023","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,"1","Known"
"230002693","01/17/2023","2D","Anti-Black",,"Assault (physical)","Closed-Arrest","1","Individual(s)","1",,,"1",,,"Known"
"230002568","01/15/2023","RCPD","Anti-Hispanic",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"230003252","01/13/2023","1D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"230001712","01/11/2023","5D","Anti-Homosexual",,"Verbal Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"230001293","01/03/2023","1D","Anti-Jewish",,"Social Media","Closed-Admin",,"Society",,,,,,,"Unknown"
"230000308","01/02/2023","3D","Anti-Black",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"230005113","01/01/2023","4D","Anti-White",,"Written Intimidation/Simple Assault","Closed-Admin","1","Individual(s)","1","1",,,,,"Known"
"220057841","12/30/2022","2D","Anti-Islamic",,"Vandalism","Open","1","Individual(s)","1",,,,"1",,"Known"
"220056569","12/21/2022","1D","Anti-Islamic",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"220056400","12/20/2022","2D","Anti-Jewish",,"Verbal Intimidation/Simple Assault","Open",,"Religious Organization","1",,,,,,"Unknown"
"220056583","12/20/2022","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"220055882","12/16/2022","2D","Anti-Jewish",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"220054660","12/10/2022","4D","Anti-Transgender",,"Vandalism","Open","1","Individual(s)","2","2",,,,,"Unknown"
"220054294","12/08/2022","5D","Anti-Male Homosexual",,"Written Intimidation/Simple Assault","Open","1","Individual(s)","1","1",,,,,"Known"
"220054075","12/07/2022","4D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"220053589","12/04/2022","3D","Anti-Jewish",,"Vandalism","Open","1","Individual(s)",,,,,,,"Unknown"
"220053279","12/02/2022","5D","Anti-Black",,"Vandalism","Open","1","Individual(s)","1",,"1",,,,"Known"
"220052835","11/30/2022","4D","Anti-Jewish","Anti-Black","Vandalism","Open",,"School/College",,,,,,,"Unknown"
"220053003","11/30/2022","2D","Anti-Jewish",,"Vandalism","Open",,"School/College","1","1",,,,,"Known"
"220053730","11/28/2022","4D","Anti-Jewish",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"220051294","11/20/2022","1D","Anti-Black",,"Verbal Intimidation/Simple Assault","N/A","4","Individual(s)","2",,"2",,,,"Unknown"
"220050599","11/16/2022","4D","Anti-Jewish",,"Other","Open",,"Other","1","1",,,,,"Known"
"220050289","11/14/2022","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"220050210","11/14/2022","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"220050201","11/14/2022","2D","Anti-Jewish",,"Vandalism","Open",,"Society",,,,,,,"Unknown"
"220050263","11/14/2022","2D","Anti-Black",,"Vandalism","Open",,"Business/Financial Institution",,,,,,,"Unknown"
"220050335","11/13/2022","TPPD","Anti-Other Ethnicity",,"Verbal Intimidation/Simple Assault","Open","1","Individual(s)","1",,,,,,"Unknown"
"220050366","11/12/2022","2D","Anti-Hispanic","Anti-Jewish","Vandalism","Open",,"Society","3",,,,,,
"220049506","11/09/2022","4D","Anti-Transgender",,"Verbal Intimidation/Simple Assault","Closed-Admin","2","Individual(s)","1","1",,,,,"Known"
"220049461","11/09/2022","4D","Anti-Black","Anti-Hispanic","Written Intimidation/Simple Assault","Open","1","Individual(s)",,,,,,,"Unknown"
"220049230","11/08/2022","2D","Anti-Jewish",,"Other","Open","8","Individual(s)",,,,,,,"Unknown"
"220048927","11/06/2022","2D","Anti-Jewish","Anti-Homosexual","Other","Open",,"School/College",,,,,,,"Unknown"
"220048453","11/03/2022","4D","Anti-Male Homosexual",,"Vandalism","Open","1","Individual(s)","3",,,,,,"Known"
"220048263","11/02/2022","1D","Anti-Black",,"Vandalism","Closed-Admin",,"School/College",,,,,,,"Unknown"
"220048454","11/02/2022","5D","Anti-Black",,"Vandalism","Open",,"School/College",,,,,,,"Unknown"
"220048199","11/01/2022","1D","Anti-Multi-Racial","Anti-Multi-Religious Group","Vandalism","Open",,"School/College",,,,,,,"Unknown"
